"","hit","speed","hprice","price","time","qualif","title","desc","first","last","max","min","meanspeed","varspeed","group","date","order"
"341","279O8JIA0RYRBWAF0BD0GBMJX2O05Z",0.037037037037037,0.04,0.04,3600,"[ ""Masters has been granted"" , ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 95""]","Simple task: go to the given website and look for an email adress","Go to the given website, click on contact page and look for an email address",739,751,201,197,-0.037037037037037,1.33333333333333,250,"2014-01-25-10-12",2
"342","279O8JIA0RYRNY07E1D0EBMJXWH05Y",NA,0.12,0.02,600,"[ """"]","Business Card Transcription","Given an image of a business card, please extract all data fields present.",379,379,470,470,NA,NA,14,"2013-09-22-17-51",2
"343","279O8JIA0RYSOSB5MLD0EBMK12I05R",NA,0.01,0.01,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,215,215,NA,NA,15,"2014-02-06-04-09",95
"344","294YY2AOO2GM6JA025HSMM6JJG344D",0.652777777777778,0.03,0.03,3600,"[ ""Masters has been granted""]","Look up a PGA Tour golfer&#39;s starting time","Find a PGA Tour golfer&#39;s starting time on the given webpage and record it",7,63,754,425,-0.652777777777778,66.9113636363636,204,"2013-12-09-22-05",2
"345","294YY2AOO2GMHFVPWLHSGM6QGE4447",NA,0.0744827586206896,0.03,1450,"[ ""HIT approval rate (%) is greater than 95""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [3]",2,2,58,58,NA,NA,219,"2014-01-14-08-45",130
"346","294YY2AOO2GMMFVA1XHSMM6KAB944Y",0.549079754601227,0.08,0.08,3600,"[ ""Masters has been granted""]","Research Information On Company&#39;s LinkedIn Page","Given the URL of a company, find it on LinkedIn, record data about the company",10,191,1447,552,-0.549416820135052,72.4858195211786,231,"2013-12-31-16-25",2
"347","294YY2AOO2GMRGOMU0HSMM6JJF9440",0.0419794698942853,1,0.5,1800,"[ ""Masters has been granted""]","University Executive Officers","Given the University, Please provide the contact information for the President, CFO &amp; Treasurer",41,764,484,210,-0.0421084985400338,2.42404493434941,279,"2013-12-12-15-21",1
"348","294YY2AOO2GMTISK90HSNM6IEB9447",0,0.15,0.05,1200,"[ ""Masters has been granted""]","Find all insurance accepted at these nursing homes","Given the nursing information, find list of all insurance companies accepted there",1,4,35,35,0,0,81,"2013-12-26-18-29",1
"349","294YY2AOO2GMU6LRFAHSGM7MGDA44Q",0.0449172576832151,0.2,0.1,1800,"[ ""HIT approval rate (%) is greater than 96""]","Are two records the same business? Google search to find out! - very easy, great pay - Job ID: 207027","Are these records referring to the same business? Do a quick google search to find out!",18,112,1945,1907,-0.0449172576832151,5.72729352550904,9,"2013-11-22-22-30",2
"350","294YY2AOO2GMU6LRFAHSGM7MID444M",0.0214335910049192,0.075,0.15,7200,"[ ""HIT approval rate (%) is greater than 96""]","Sind diese Suchbegriffe unangemessen? (Neue Aufgaben!)","Entscheide, ob eine Suchphrase unangebracht oder anzüglich ist.",19,333,1000,939,-0.021585279547063,60.3806699090373,252,"2013-12-10-19-50",2
"351","294YY2AOO2GMVOAEP0HSLM6KFGB44M",0.0788930194134655,1.8,0.15,300,"[ ""Masters has been granted""]","Write A Short Summary Title (5-8 Words) for Each Section of the Maryland Law","Read each individual section of the Maryland law, write summary title of that section that&#39;s less than 100 characters (including spaces)",22,291,31772,31581,-0.0788930194134655,431.60963768518,290,"2013-12-10-19-59",2
"352","294YY2AOO2GMVOAEP0HSLM6KFHA44N",4.75555555555556,1.8,0.15,300,"[ """"]","Write A Short Summary Title (5-8 Words) for Each Section of the Maryland Law","Read each individual section of the Maryland law, write summary title of that section that&#39;s less than 100 characters (including spaces)",7,62,30645,28291,-4.75555555555556,3781.68148148148,290,"2013-12-17-18-06",3
"353","294YY2AOO2GRQ5YYR3HSNM6IEJ644N",1.66666666666667,0.125,0.25,7200,"[ ""Masters has been granted""]","Find the name of the CEO or Marketing Person for this company","Given the URL for this company, find information on who works at the company.",2,5,4980,4935,-1.66666666666667,199,139,"2014-01-23-21-53",1
"354","294YY2AOO2GRQIXWM3HSNM6IEJ5442",1.16720604099245,0.24,0.02,300,"[ ""Location is not AL""]","Help us find the URL of these ads, EASY MONEY!","Below are 4 ads taken from popular web sites. We have answers to many of these, not all. Research the URL the ad was intended to redirect to. Cut and paste the URL from the browser window and paste it in the URL below the ad. You can submit the domain",8,111,1314,232,-1.16720604099245,98.1151722825052,173,"2014-01-23-05-32",1
"355","2BIKHPCGJ2D24WP05B80RPPXP8M39T",-0.00173611111111111,2.2,2.2,3600,"[ ""Masters has been granted""]","Rewrite a page of content for new City","Rewrite website content",4,66,49,50,0.0017921146953405,0.442358540454786,237,"2014-01-27-01-04",2
"356","2BIKHPCGJ2D29G8ZWR80NPQWNBT93I",0.00185185185185185,0.06,0.03,1800,"[ ""HIT approval rate (%) is greater than 96"" , ""Location is US""]","Find Business Homepages","&lt;!-- BEGIN CUSTOMIZABLE SECTION --&gt;",4,60,166,165,-0.00198412698412698,0.0905844155844156,84,"2013-11-21-07-11",2
"357","2BIKHPCGJ2D29G8ZWR80NPQWP5M39V",0.111111111111111,0.12,0.01,300,"[ ""HIT approval rate (%) is greater than 96""]","What is the right order of two related WORD PHRASES?","In the SENTENCE below there are two highlighted WORD PHRASES that we believe are related. Choose one of the options below that according to you expresses their right order.",4,43,654,615,-0.111111111111111,7.05263157894737,286,"2013-11-28-15-05",1
"358","2BIKHPCGJ2D29G8ZWR80NPQWP9K391",-0.00168350168350168,0.16,0.08,1800,"[ ""HIT approval rate (%) is greater than 96""]","Job  Recommendations For Executives","Help us evaluate if job recommendations make sense for a specific individuals (executive level).",10,76,999,1000,0.00168350168350168,0.476689976689977,191,"2013-12-03-18-07",2
"359","2BIKHPCGJ2D29G8ZWR80NPQWPBL396",0,0.2,0.2,3600,"[ ""Location is not VN"" , ""Location is not TR"" , ""Location is not RO"" , ""Location is not PL"" , ""Location is not PK"" , ""Location is not PH"" , ""Location is not ID"" , ""Location is not HK"" , ""HIT approval rate (%) is greater than 96""]","Categorize os Serviços e Produtos oferecidos pela Empresa!","&lt;h1&gt;Instruções passo-a-passo:&lt;/h1&gt;",44,748,1000,1000,0,0.250355618776671,19,"2013-12-04-23-14",1
"360","2BIKHPCGJ2D29G8ZWR80NPQWQ6N39Z",0,0.106666666666667,0.08,2700,"[ ""Location is not VN"" , ""Location is not TR"" , ""Location is not RO"" , ""Location is not PK"" , ""Location is not IN"" , ""Location is not ID"" , ""Location is not AF"" , ""HIT approval rate (%) is greater than 96""]","Find Financial Professionals at Different Companies","&lt;h3&gt;Overview:&lt;/h3&gt;",8,118,306,306,0,0.018348623853211,103,"2013-12-12-04-24",3
"361","2BIKHPCGJ2D2AGW6ZW80RPPXP9O39Q",0.363636363636364,0.35,0.35,3600,"[ ""HIT approval rate (%) is greater than 0"" , ""Total approved HITs is not less than 0"" , ""Location is US""]","Research study : Identification of Birds of Endangered Species","The goal of this HIT is to identify whether the bird in the image belongs to engandered species",10,175,710,170,-0.363636363636364,20.3337028824834,233,"2014-01-27-00-46",1
"362","2BIKHPCGJ2D2AKV99M80UPPSM9T39O",0.444444444444444,1.1,0.11,360,"[ ""Categorization Masters has been granted""]","Tagging parts of a paragraph","Apply tags to identify the end of sentences",1,2,99,95,-0.444444444444444,NA,257,"2014-01-22-18-43",5
"363","2BIKHPCGJ2D2AKV99M80UPPSMAM39J",NA,2,0.1,180,"[ ""Categorization Masters has been granted""]","Tagging parts of a paragraph","Apply tags to identify the end of sentences",1,1,99,99,NA,NA,257,"2014-01-22-09-34",7
"364","2BIKHPCGJ2D2FSLOQY80UPPSM3Q39J",0,0.05,0.05,3600,"[ ""Masters has been granted""]","Rate my Rate My Professor","We are interested in what variables are related to student ratings of their professors. We need your help in finding the course syllabus online for a set of professors, and answering a few questions.",7,132,198,198,0,0,226,"2013-12-26-04-59",3
"365","2BIKHPCGJ2D2KKSOIF80UPPSM4R398",0.444444444444444,0.05,0.1,7200,"[ ""Masters has been granted"" , ""Location is US""]","Transcribe business card images","Fill out common fields from business card images.",2,3,117,113,-0.444444444444444,NA,261,"2013-12-24-01-57",1
"366","2BIKHPCGJ2D2SYIZ4880TPPTR3T39Y",0.0234875444839858,0.36,0.03,300,"[ ""Masters has been granted""]","Find the Email Addresses of News Reporters","Given the website article link, find the official email address of these news reporters",9,165,690,657,-0.0235042735042735,7.85818858560794,130,"2013-11-25-15-11",1
"367","2BIKHPCGJ2D2WPIXD280NPQVP4P398",NA,0.198620689655172,0.08,1450,"[ ""HIT approval rate (%) is greater than 95"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [3]",1,1,9,9,NA,NA,219,"2013-12-31-20-37",77
"368","2BIKHPCGJ2D2WPIXD280NPQXIBQ93Q",NA,0.174757281553398,0.03,618,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","Please transcribe the following words.","Please look at each written image and transcribe them in the provided text box. [2]",1,1,51,51,NA,NA,219,"2014-01-08-04-48",102
"369","2BIKHPCGJ2D2Z8LKU280TPPTRAQ39N",4.88271604938272,0.05,0.05,3600,"[ """"]","Categorize Mobile Apps Using T/F Questions","Read a mobile app description. Answer T/F questions whether the app belongs in categories.",219,255,2001,419,-4.88271604938272,441.653968253968,18,"2013-12-16-15-59",3
"370","2BIKHPCGJ2D6YO0VC080UPPSMAK39T",0.751028806584362,0.18,0.03,600,"[ ""Location is US""]","Write a 1-2 sentence description of a 10-sec video","Watch a 10-second video taken from a head-mounted camera, and write a 1-2 sentence description of what happened.",11,173,1837,742,-0.751028806584362,42.308143547274,288,"2014-01-23-03-07",4
"371","2BIKHPCGJ2D8408RJ680TPPUIAT39I",3.91111111111111,0.6,0.05,300,"[ """"]","Select one image that describes given text","Select the animated image that best matches the text. The image is used a P.S. for text (like a smiley face). The message is as follows: &#39;hey buddy!!&#39;",2,7,999,823,-3.91111111111111,511.7,244,"2014-01-23-15-53",3
"372","2BIKHPCGJ2D88Z67EU80UPPSM7O39B",0.037037037037037,0.7,0.35,1800,"[ ""Masters has been granted"" , ""HIT approval rate (%) is not less than 75""]","Find events sponsored by brands","Look for events that are sponsored by the brands mentioned.",1,7,99,97,-0.037037037037037,4.26666666666667,102,"2014-01-15-02-36",3
"373","2BVM4F0OHOVR15L7LETLJ2HGCXJ23N",0.130434782608696,2.4,0.6,900,"[ ""Masters has been granted""]","Find the list of holdings of a specified Exchange Traded Fund (ETF) from its issuer&#39;s web site","Given the stock symbol of an ETF, list the symbols currently held by the ETF",4,73,149,68,-0.130434782608696,2.91048593350384,135,"2013-12-23-00-36",1
"374","2BVM4F0OHOVR5BC35HTLG2HHHZI23J",0.0670261941448382,0.6,0.05,300,"[ ""HIT approval rate (%) is greater than 90"" , ""Location is US""]","choose avatar-40","Choose 5 avatars which best represent you!",53,917,547,25,-0.0671296296296296,3.58357473928158,27,"2013-12-24-15-28",1
"375","2BVM4F0OHOVR6ZMR95TLK2HEH5C323",0.223744292237443,0.04,0.04,3600,"[ ""Total approved HITs is not less than 50"" , ""HIT approval rate (%) is not less than 90""]","Find the best contact information for small companies","Given the company&#39;s profile information, find the proper name and email address of their CEO",5,78,200,53,-0.223744292237443,8.65258751902588,116,"2014-02-10-06-26",2
"376","2BVM4F0OHOVR80YT1ATLI2HGI0D32J",NA,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,1,583,583,NA,NA,15,"2014-01-14-15-39",83
"377","2BVM4F0OHOVR8Y9BPXTLJ2HFL1H32W",14.3333333333333,0.000833333333333333,0.02,86400,"[ """"]","Compare Prices","Compare the price on the screen with the price in the link provided",67,68,3550,3421,-14.3333333333333,NA,39,"2013-12-10-00-29",3
"378","2BVM4F0OHOVR9WN0BITLD2IIGXH321",0,0.2,0.1,1800,"[ ""Location is not VN"" , ""Location is not RO"" , ""HIT approval rate (%) is greater than 96""]","Categorize addresses as Residential (Homes) or Commercial (Businesses) (Intl)","&lt;h4&gt;Overview&lt;/h4&gt;",3,12,333,333,0,4.25,16,"2013-11-23-02-52",1
"379","2BVM4F0OHOVRCRS2NITLJ2HGCYJ32G",NA,0.5,0.5,3600,"[ ""Masters has been granted""]","Write a bar review entry!","Write a four sentence description of the indicated bar, choose a great photo and add links for the page",1,1,34,34,NA,NA,289,"2013-12-27-17-17",1
"380","2BVM4F0OHOVRJV4EO0TLK2HEF0F23V",0.444444444444444,0.02,0.02,3600,"[ ""Categorization Masters has been granted""]","Categorization","Choose the correct category",1,3,174,166,-0.444444444444444,8,15,"2013-12-04-10-29",119
"381","2BVM4F0OHOVRK4OQPHTLH2HJJ0A32S",3.11111111111111,0.06,0.06,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 97""]","Compare colors in an image","Given pairs of points in images, your job is to decide which of two points is darker. (updated 2014-01-15 18:12:44.258056+00:00)",10,43,1408,484,-3.11111111111111,153.8125,37,"2014-01-15-20-19",30
"382","2BVM4F0OHOVRK4OQPHTLH2HJJZG23V",0.104615384615385,0.06,0.06,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 97""]","Compare colors in an image","Given pairs of points in images, your job is to decide which of two points is darker. (updated 2014-01-13 15:55:12.627309+00:00)",4,40,77,43,-0.104938271604938,1.36825396825397,37,"2014-01-13-16-59",26
"383","2BVM4F0OHOVRKV0UWFTLF2HLGXC32S",0.55794701986755,0.28,0.07,900,"[ """"]","URL Categorization for Quality Website Reviews (WARING: READ HIT DESCRIPTION BEFORE YOU BEGIN)","SKIP THE HIT IF YOU CANNOT ACCESS THE WEBSITE! Choose a category for a website/URL based on a list of categories. Please request a category guide before starting reviews. ADULT TOPICS MAY EXIST. NOTICE TO ALL REVIEWERS: Acceptance of reviews, and subsequent payment, is based on a ‘group’ validation process automated by the Mechanical Turk system. If the category you select agrees with a second worker you are paid. If the category you select is NOT the same as the second worker it is sent to a third worker and only the two workers whose categories match are paid. If your review does not match the other reviewers you do NOT receive payment. If, for example, you categorize a website as “Entertainment” and the second and third workers respectively each choose the category “Sports”, your review is NOT accepted and you are NOT PAID. The other two workers whose categories match both receive payment. This is automated by the Mechanical Turk process. All Reviews subject to QA approval.",4,69,632,295,-0.576068376068376,105.465384615385,281,"2013-12-10-15-47",2
"384","2BVM4F0OHOVRKVRAX2TLI2HGI0I23W",0.120145190562613,0.06,0.06,3600,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 95""]","Find the email of the journalist who wrote this article","Given the URL and title of an article, use these tips to find the author&#39;s name",23,329,436,105,-0.120188816267248,9.59658202078646,131,"2014-01-10-03-10",3
"385","2BVM4F0OHOVROKCOOZTLI2HGH2D32B",0.11283185840708,2.1,0.07,120,"[ ""Total approved HITs is not less than 1000"" , ""HIT approval rate (%) is not less than 95""]","Find Contact Information for this Article&#39;s Author","Given the URL of the article, find the contact information of the author of the article",15,266,475,220,-0.112881806108898,8.75174501992032,92,"2013-12-08-00-46",2
